0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
7.824,4.733,6.163,1.715,28.824,11.102,14.762,4.679,2.773,2.147,3.501,12.968,1.006,12.757,11.914,2.437,2.880,7.510,9.869,4.789,2.694,2.397,1.467,5.313,3.412,6.417,1.291,1.519,1.477,7.403,6.358,1.627,1.719,3.468,2.083,2.562,3.428,2.367,2.269,4.826,3.063,4.373,1.697,1.542,0.510,,,,,,,,,,,,,,
1.681,5.837,2.719,3.031,2.501,6.181,1.636,3.683,1.407,3.026,0.841,4.240,1.682,1.999,4.314,3.115,0.638,3.640,5.372,2.399,10.706,2.265,3.535,1.674,3.968,3.658,4.156,1.530,8.366,2.745,1.103,5.383,4.345,2.377,3.234,1.309,1.399,1.048,4.257,3.877,3.737,2.575,4.904,2.505,0.637,,,,,,,,,,,,,,
6.021,4.999,1.633,4.702,3.289,11.867,2.396,5.175,5.219,3.172,7.796,9.022,7.503,0.595,7.223,0.641,16.491,1.231,12.987,15.190,1.379,4.962,1.319,2.124,1.431,0.678,2.981,7.618,6.795,2.995,1.521,8.857,4.315,0.770,3.206,2.167,3.779,0.505,4.302,3.271,1.356,1.497,2.109,4.489,1.825,1.757,2.387,0.595,,,,,,,,,,,
6.679,4.563,6.664,4.322,6.687,9.193,3.644,2.023,6.276,2.913,2.579,2.620,2.019,2.986,1.520,1.888,1.423,2.514,6.997,2.712,1.717,3.439,1.689,10.904,1.435,2.569,2.453,2.635,1.528,3.309,1.852,1.005,3.780,1.170,2.253,2.063,9.262,1.099,10.506,3.841,1.914,1.870,0.431,,,,,,,,,,,,,,,,
14.867,5.133,6.370,4.399,11.052,2.171,5.211,6.893,11.405,4.343,7.536,1.350,1.524,21.678,6.505,1.934,1.776,5.735,3.799,3.104,1.183,1.578,7.228,0.507,11.269,0.911,6.503,1.141,1.579,1.976,6.464,0.423,5.729,3.545,1.257,3.246,2.961,1.859,3.346,1.900,1.294,3.773,0.885,,,,,,,,,,,,,,,,
3.198,2.143,2.548,2.335,4.716,9.238,4.595,4.503,3.973,1.640,2.280,5.591,4.140,1.307,1.990,2.221,3.054,2.896,1.153,3.308,2.476,4.764,6.838,5.168,2.186,3.013,2.221,1.916,5.701,2.053,1.795,2.838,1.930,6.283,2.121,1.815,4.440,2.174,2.568,4.310,1.589,2.036,1.679,,,,,,,,,,,,,,,,
7.761,2.746,4.846,1.278,11.852,6.618,2.271,3.028,3.295,4.367,7.585,3.892,4.983,12.069,0.976,3.536,1.315,14.264,2.739,2.295,2.365,1.231,4.291,0.355,9.145,1.404,2.164,2.161,2.363,1.807,2.572,1.923,2.280,7.173,3.773,2.986,2.254,3.453,5.317,0.558,2.187,1.268,1.122,2.351,3.663,5.028,1.430,2.182,,,,,,,,,,,
4.710,3.299,3.433,2.775,4.198,1.988,1.486,2.204,3.319,2.859,3.188,5.965,4.721,5.734,2.069,3.602,1.551,16.694,2.285,2.770,3.384,2.167,4.165,5.309,1.034,6.764,1.796,5.040,1.730,4.483,2.467,2.359,19.037,1.109,1.841,2.768,1.456,8.298,1.543,3.278,2.047,1.111,6.185,1.730,2.362,2.942,0.467,,,,,,,,,,,,
4.367,2.391,1.924,4.578,4.380,52.911,3.195,4.882,7.397,8.576,0.592,2.584,2.852,17.692,5.497,9.618,2.982,3.574,6.323,14.089,2.068,3.682,4.011,7.019,2.330,8.474,10.878,30.664,0.692,3.803,0.515,3.637,3.557,4.171,9.987,1.218,7.765,2.526,2.483,4.187,1.905,2.132,2.166,,,,,,,,,,,,,,,,
3.970,2.501,3.356,2.202,3.054,4.682,4.699,2.645,13.320,23.528,2.501,7.243,1.522,5.645,3.505,1.368,2.271,12.665,4.675,4.494,0.612,2.443,1.390,2.224,2.584,2.121,3.583,1.740,4.681,1.437,1.235,7.219,2.820,3.166,2.848,2.445,5.168,0.348,3.691,1.979,6.584,1.029,2.377,0.396,,,,,,,,,,,,,,,
3.291,3.910,2.300,7.515,3.169,29.399,5.428,1.938,7.858,7.038,1.219,1.758,6.939,2.164,2.480,1.274,5.233,9.188,2.526,0.376,5.113,10.674,1.489,3.426,2.914,0.435,5.827,0.441,17.193,1.785,6.737,0.350,2.301,9.765,3.952,3.842,2.772,2.837,4.348,1.459,1.331,3.387,0.543,,,,,,,,,,,,,,,,
5.557,10.958,5.474,2.643,1.209,7.799,0.349,6.501,12.570,1.978,3.176,1.521,1.040,8.196,2.479,11.892,1.153,8.516,0.486,2.228,9.630,0.630,3.351,8.213,1.989,12.197,3.390,11.410,1.619,0.341,0.604,2.758,4.990,4.525,2.883,0.568,1.277,5.005,3.757,1.809,4.856,2.329,1.183,0.699,,,,,,,,,,,,,,,
2.987,4.237,1.481,8.098,8.231,0.007,4.327,2.548,2.959,5.986,2.596,1.574,21.158,2.361,16.305,1.749,25.224,6.427,6.811,2.361,1.395,2.599,2.963,4.012,2.677,0.743,8.461,2.616,23.028,1.914,6.355,5.578,0.331,3.511,1.542,3.268,1.127,9.501,0.391,1.742,0.553,2.471,0.568,1.463,,,,,,,,,,,,,,,
5.233,5.076,5.119,5.316,5.658,3.086,1.950,2.086,2.305,2.791,1.568,2.118,41.049,0.634,2.008,2.255,2.238,1.900,7.821,0.586,1.677,8.426,0.798,3.073,6.882,1.605,3.275,2.554,1.268,9.176,3.589,2.266,2.387,1.254,4.848,4.184,2.167,2.819,2.692,3.426,3.891,1.502,2.199,0.411,,,,,,,,,,,,,,,
1.805,2.375,0.799,1.531,1.961,6.440,2.239,12.307,7.411,5.118,2.048,16.190,10.371,2.510,1.570,2.460,3.074,1.751,4.235,3.049,2.909,4.345,1.256,2.646,5.955,8.285,0.912,2.461,0.420,4.567,1.691,1.602,6.038,3.251,3.411,5.714,0.850,10.390,2.193,1.403,1.830,2.666,3.006,2.387,2.991,0.940,3.943,1.800,1.379,0.810,,,,,,,,,
4.928,5.030,2.246,2.058,3.165,5.917,3.833,9.574,2.478,0.384,4.515,21.512,4.069,3.710,8.913,6.158,11.139,4.132,7.987,2.779,1.178,2.447,0.801,2.513,11.399,3.217,1.280,2.463,2.687,0.550,2.579,2.302,2.196,2.100,1.194,1.852,2.056,2.548,4.442,1.320,5.816,0.451,1.334,0.309,1.582,3.303,0.364,3.659,1.596,0.886,0.514,1.491,,,,,,,
3.994,3.872,3.034,4.597,9.815,4.941,3.028,10.033,3.693,2.368,4.421,2.574,3.028,1.692,8.638,0.626,2.666,8.348,2.634,1.820,7.557,3.927,1.631,2.829,0.963,10.314,1.179,19.418,1.497,0.634,4.202,3.312,1.620,2.553,3.065,1.303,6.008,4.179,6.445,1.236,1.303,0.888,2.236,0.426,,,,,,,,,,,,,,,
6.834,4.675,5.936,6.101,2.370,17.685,1.756,2.492,3.237,6.828,6.904,5.699,1.265,17.255,4.662,3.876,1.936,3.475,1.379,5.476,1.290,3.149,5.291,0.819,2.086,2.407,1.566,3.149,2.330,4.703,1.999,1.782,2.198,2.058,3.958,2.881,7.069,4.532,1.505,4.072,3.315,1.568,1.714,0.485,,,,,,,,,,,,,,,
1.974,4.067,6.213,3.621,4.166,13.649,2.667,14.640,2.200,2.250,2.895,5.209,1.470,3.389,2.069,9.642,0.443,2.564,9.600,1.725,6.521,0.864,1.828,2.423,1.709,1.427,4.457,1.071,4.401,4.136,12.501,1.713,3.064,3.776,3.364,1.914,10.065,9.006,3.729,4.683,5.016,1.140,1.943,0.617,,,,,,,,,,,,,,,
9.734,1.742,2.297,9.233,5.581,2.915,3.736,2.042,9.917,5.187,2.435,6.353,7.914,1.106,1.968,1.698,3.198,7.756,11.778,6.661,14.863,2.938,1.135,0.645,11.426,3.021,0.626,28.169,0.688,3.281,4.327,4.924,3.332,3.584,11.519,1.855,2.552,3.662,1.732,0.976,14.357,2.988,1.018,2.899,2.959,3.309,2.082,0.482,,,,,,,,,,,
5.273,2.921,3.633,2.241,3.544,6.344,5.283,10.815,16.108,2.358,4.136,1.964,2.082,2.238,1.436,2.106,2.941,4.250,3.252,3.105,2.063,4.520,2.072,4.773,2.055,2.133,4.843,5.451,1.967,0.492,2.185,2.426,4.225,0.871,2.496,1.912,2.730,3.182,1.532,2.987,2.621,0.488,4.935,2.848,1.819,,,,,,,,,,,,,,
14.339,3.219,3.739,15.817,2.801,2.166,1.921,1.251,4.382,4.648,0.711,2.427,7.706,1.956,2.618,10.161,1.656,3.229,3.245,3.296,7.222,0.738,10.941,4.447,0.372,13.447,1.121,1.327,9.715,3.005,2.957,1.372,2.753,7.089,2.223,1.122,6.124,1.187,4.166,2.709,1.333,3.380,0.515,,,,,,,,,,,,,,,,
4.253,4.299,2.340,2.309,2.833,2.335,1.838,2.909,9.257,1.828,11.557,0.437,3.590,2.530,2.622,11.703,0.486,2.109,4.800,1.642,5.688,3.147,4.669,2.477,5.272,1.968,1.830,0.923,0.537,1.047,6.742,5.768,0.428,7.675,2.308,1.323,2.665,2.507,2.484,1.368,6.306,4.131,1.769,1.550,3.582,1.599,0.471,,,,,,,,,,,,
12.923,2.066,8.422,4.005,2.781,4.663,6.789,5.271,5.437,8.185,2.574,15.550,1.953,6.122,1.884,4.073,2.311,2.655,2.197,4.076,2.200,6.020,1.763,4.096,7.356,2.044,5.612,0.406,8.208,10.270,0.412,4.068,3.455,1.427,3.526,4.135,1.779,1.756,3.691,2.080,2.388,3.424,0.715,,,,,,,,,,,,,,,,
7.616,3.218,4.026,2.763,1.125,2.573,1.956,5.968,8.118,10.011,4.457,3.499,0.867,2.932,1.168,3.739,12.662,7.674,3.018,5.182,4.939,5.918,0.493,26.057,10.759,6.066,13.167,3.511,1.441,3.970,2.683,2.818,6.567,3.058,2.880,2.408,2.350,7.763,2.901,5.233,2.314,6.155,1.765,2.503,0.345,,,,,,,,,,,,,,
1.917,4.611,15.635,5.761,2.859,2.407,2.824,9.830,2.513,2.835,6.563,1.940,7.140,3.105,8.875,1.529,1.652,0.523,1.918,3.470,8.635,4.280,2.227,2.444,3.142,2.270,2.256,2.000,1.773,2.429,3.528,2.065,13.347,1.461,4.350,1.457,2.981,2.318,1.167,2.458,3.410,1.672,2.393,0.390,,,,,,,,,,,,,,,
7.257,1.335,9.754,3.036,5.979,2.272,4.719,12.455,3.550,16.373,2.547,18.805,23.394,5.274,4.130,4.725,13.752,4.122,0.765,2.378,2.271,8.198,7.792,0.549,3.876,2.503,2.274,3.291,1.352,2.620,2.463,5.844,1.660,19.574,2.282,0.452,2.443,3.794,10.662,1.559,1.168,1.395,2.893,0.544,,,,,,,,,,,,,,,
3.739,2.741,6.482,6.888,4.909,2.006,2.279,1.489,2.533,17.027,2.167,1.297,2.983,4.455,1.721,3.057,3.564,1.763,10.729,3.255,1.233,5.187,13.878,0.732,4.516,2.248,8.033,1.100,1.029,3.484,4.356,0.410,2.028,2.208,7.043,9.464,9.385,2.065,2.032,2.206,1.125,0.937,3.833,4.523,5.138,2.581,3.035,0.602,,,,,,,,,,,
4.441,6.552,6.470,1.951,36.505,8.783,4.856,35.554,8.648,38.712,2.520,3.243,9.268,5.202,5.649,0.777,7.841,2.803,9.683,1.399,2.615,2.633,2.104,2.055,4.132,3.260,1.457,7.384,1.819,2.208,2.621,2.373,2.403,2.066,3.379,3.310,4.886,3.998,5.414,3.351,3.019,0.319,2.850,2.010,0.463,,,,,,,,,,,,,,
3.730,3.098,1.265,5.398,11.593,10.724,2.013,4.127,2.253,3.456,1.902,2.350,7.375,1.763,1.371,3.399,3.893,2.573,5.012,3.182,4.194,8.770,2.156,1.404,21.348,2.764,5.812,2.818,1.407,2.408,4.122,0.939,2.636,1.711,3.206,4.320,9.220,0.739,5.071,1.061,6.919,1.144,1.470,2.854,1.408,,,,,,,,,,,,,,
6.798,7.307,7.725,2.398,6.298,6.580,9.121,12.887,5.747,3.664,1.994,7.075,2.127,8.611,1.804,1.876,3.668,1.242,2.030,5.148,2.442,5.174,8.347,11.683,1.344,5.559,1.468,11.814,1.686,3.671,2.648,10.354,1.080,1.053,4.467,1.511,5.861,1.930,2.485,1.689,2.467,1.607,3.295,1.598,,,,,,,,,,,,,,,
4.047,7.414,5.839,3.944,1.452,3.421,6.243,3.375,19.569,14.172,3.676,1.216,3.759,1.072,3.051,2.216,4.006,4.680,0.879,4.337,10.415,2.220,3.049,8.096,1.295,4.213,4.077,1.361,4.814,5.592,1.646,2.442,8.198,5.017,3.355,5.244,0.684,2.899,3.413,3.306,3.246,1.380,3.135,0.512,,,,,,,,,,,,,,,
3.646,2.593,2.108,4.608,5.071,2.798,1.955,11.639,1.517,29.059,2.424,6.923,19.189,1.937,3.196,1.914,18.271,6.243,5.234,4.499,2.069,2.299,2.041,2.445,4.843,0.383,12.823,8.498,3.554,1.963,4.481,1.986,3.886,1.714,3.892,1.383,2.766,3.326,5.284,0.789,3.705,4.541,3.179,2.095,0.479,,,,,,,,,,,,,,
8.557,4.874,4.643,1.996,2.250,0.503,5.574,2.073,5.377,1.572,9.510,7.764,1.836,3.402,5.820,8.566,6.405,3.044,4.431,0.003,6.696,2.049,1.890,2.334,4.067,4.587,3.312,1.104,0.898,4.109,8.171,4.399,8.953,1.035,6.588,1.041,4.287,5.272,0.697,3.677,2.612,1.250,1.672,0.565,,,,,,,,,,,,,,,
5.270,1.870,2.550,3.066,7.503,6.719,2.763,2.265,2.507,0.865,3.780,3.735,2.547,0.592,1.392,9.144,2.229,2.212,3.897,1.188,3.572,5.404,2.991,21.894,1.863,2.503,1.719,5.168,9.328,0.294,6.303,4.138,2.351,4.576,2.487,1.039,3.685,5.258,1.802,1.075,4.885,1.830,1.210,2.335,0.546,,,,,,,,,,,,,,
3.930,3.722,7.496,2.807,1.767,8.868,2.328,3.013,3.927,3.493,0.879,4.162,6.917,9.775,6.826,1.761,9.159,10.929,16.169,2.075,8.090,1.877,2.456,21.086,14.782,4.554,3.768,1.194,1.788,2.697,0.875,5.516,5.283,1.783,0.915,2.165,5.825,3.742,4.219,1.956,2.372,4.744,4.025,1.375,1.333,7.516,1.129,6.275,3.475,1.067,2.798,4.553,1.872,1.627,1.978,26.298,11.574,0.524,1.781
17.076,8.611,13.109,11.335,25.060,1.599,2.463,2.284,2.202,10.418,1.353,1.712,9.316,1.313,2.964,2.647,4.813,2.184,9.756,4.655,10.229,2.281,9.589,3.137,5.267,4.629,2.833,3.175,2.855,2.040,2.204,2.723,1.820,2.048,1.325,2.418,4.482,1.143,11.342,4.841,2.059,3.498,3.128,1.236,0.375,,,,,,,,,,,,,,
10.605,3.161,5.366,2.006,5.732,11.112,2.727,1.995,6.280,1.643,2.510,3.123,12.460,0.998,1.931,2.569,1.430,4.866,3.109,1.807,2.926,1.490,6.139,16.740,2.776,3.594,1.243,1.627,0.510,6.118,1.382,6.799,1.089,1.633,2.581,2.776,2.511,2.409,1.514,2.458,3.161,3.247,4.602,5.821,0.540,3.074,0.497,,,,,,,,,,,,
6.585,6.449,4.099,3.581,2.896,2.564,21.652,3.017,7.825,4.269,4.472,1.567,7.273,2.910,1.508,4.531,4.502,2.741,2.480,5.683,1.902,7.289,4.911,1.024,2.749,2.235,1.937,4.508,2.189,1.874,5.309,2.620,24.087,0.723,2.019,4.079,2.946,1.454,2.457,6.578,1.180,0.791,4.753,0.549,1.983,0.481,,,,,,,,,,,,,
5.318,4.042,2.626,2.865,2.559,4.068,2.673,4.899,1.708,3.268,4.746,3.987,2.816,0.992,3.767,4.388,2.214,3.321,0.583,1.851,2.492,11.035,1.717,1.429,5.102,18.793,2.262,2.813,1.341,6.308,1.957,19.766,1.618,6.481,0.587,5.288,0.809,3.430,3.086,0.925,2.529,4.134,1.002,,,,,,,,,,,,,,,,
5.123,3.389,6.381,9.065,5.760,8.616,2.455,3.609,6.444,4.110,2.450,2.164,2.087,2.484,1.781,1.884,2.050,4.646,1.270,3.127,1.291,2.806,4.718,2.116,3.424,1.898,2.343,2.224,3.534,1.737,5.753,2.571,2.901,0.325,2.656,3.728,2.973,3.215,3.856,1.368,1.791,4.237,2.103,2.583,0.459,,,,,,,,,,,,,,
9.482,8.786,11.104,6.416,12.921,2.566,2.392,1.460,11.012,16.375,16.910,4.442,5.472,5.421,0.575,2.227,3.723,1.378,2.851,1.586,6.547,25.762,0.648,3.875,1.234,2.014,2.660,4.685,0.697,4.838,2.470,5.758,1.968,2.308,3.724,2.463,10.649,1.422,2.129,2.678,3.103,2.319,2.207,3.639,2.335,,,,,,,,,,,,,,
2.800,4.201,2.586,6.566,9.963,2.494,2.506,3.192,5.585,16.582,4.579,2.215,26.525,2.114,0.594,3.153,5.225,0.621,2.964,1.323,3.314,2.434,2.913,3.387,2.075,3.018,2.952,2.060,0.812,3.306,1.668,5.466,3.227,2.709,1.687,3.300,1.550,3.427,0.751,5.501,1.358,3.295,5.426,1.686,0.489,,,,,,,,,,,,,,
12.821,7.231,11.602,7.378,10.361,3.290,10.294,3.614,3.070,36.150,2.431,0.502,4.142,3.083,2.912,2.860,47.905,5.301,2.223,1.727,9.318,0.585,7.818,59.917,24.411,1.751,1.946,0.770,5.091,5.655,1.496,6.996,1.249,2.143,5.277,1.199,2.381,2.497,7.577,1.039,1.669,1.343,2.202,0.362,2.703,,,,,,,,,,,,,,
6.757,6.452,4.062,1.838,2.650,17.877,3.315,0.004,2.938,4.067,1.570,1.314,12.085,2.385,8.545,1.137,7.514,1.627,1.470,7.184,1.733,2.749,5.372,1.817,2.781,1.898,8.032,3.342,0.252,3.141,2.864,2.114,3.485,3.702,3.034,4.985,1.881,5.595,2.104,0.729,2.603,5.134,7.863,4.529,1.965,1.714,1.196,1.260,,,,,,,,,,,
6.823,1.883,3.277,6.047,1.808,3.817,2.783,1.338,1.873,29.227,2.075,9.957,1.805,1.887,2.128,3.341,8.460,0.803,2.000,6.244,10.537,2.718,1.436,2.977,4.147,1.909,1.221,2.486,2.159,2.031,3.982,14.837,3.802,2.071,8.712,1.160,8.704,3.599,1.106,1.885,2.328,5.396,3.612,2.907,2.343,2.800,3.284,2.665,3.589,1.784,0.473,,,,,,,,
3.472,5.643,0.340,5.153,2.885,3.028,3.658,4.537,1.176,2.111,4.755,0.837,5.371,1.956,2.420,2.346,3.003,2.041,9.778,2.092,7.674,2.177,4.688,3.438,3.486,6.786,0.961,13.523,14.148,6.781,20.041,2.487,9.706,2.459,0.540,2.139,1.039,1.134,0.975,0.408,9.424,4.203,5.406,1.442,4.863,2.547,9.023,3.451,3.294,11.516,17.604,4.306,2.889,2.715,2.097,2.209,5.927,3.206,1.299
7.295,12.049,3.832,6.150,4.908,3.715,16.899,5.189,2.223,0.743,5.044,2.499,11.396,17.121,1.600,1.547,2.447,1.305,8.235,2.272,7.656,1.263,3.928,15.168,1.824,4.745,1.485,4.143,2.018,2.152,1.672,2.959,5.212,0.591,3.715,2.768,7.299,1.784,7.101,3.115,3.549,0.379,3.280,0.566,,,,,,,,,,,,,,,
9.180,20.626,2.153,15.114,5.227,8.918,32.608,3.937,1.260,5.041,2.798,1.407,4.728,3.642,1.459,2.180,1.329,4.468,0.872,4.708,2.431,1.881,1.979,3.076,2.431,3.739,4.793,1.238,8.758,0.861,1.780,1.098,4.128,2.200,10.180,2.495,1.186,4.265,2.082,4.890,0.660,3.343,2.168,1.824,1.944,,,,,,,,,,,,,,
5.189,5.115,1.693,2.005,7.857,4.665,4.774,3.607,1.841,2.027,6.428,1.841,24.804,2.270,7.170,2.039,4.449,6.510,5.750,0.589,3.285,5.709,0.366,12.296,6.471,2.261,3.346,1.953,4.186,5.782,0.512,2.439,0.675,3.399,6.219,0.696,2.816,3.682,3.848,3.398,4.511,2.967,2.319,0.564,,,,,,,,,,,,,,,
